Executable name	Version	Application name	Application category	Number of devices	Number of executions	Average memory usage per execution [bytes]
idmgrhlp.exe	6.35.9.1	Internet Download Manager	-	1	3	-
15843473067ryrnlwurazermacrosetup_v3.5.0331.031614.exe	0.0.0.0	unknown	-	3	9	-
rzlightmw_v0.0.17.020309.exe	0.0.17.20309	Razer LightingEngine Middleware	-	3	9	-
git-lfs.exe	2.9.2.0	unknown	-	1	3	-
1585100995rjdjnribrazerchromastudiosetup_v3.5.0331.032503.exe	0.0.0.0	unknown	-	3	9	-
drvinst.exe	10.0.17763.404	Microsoft Windows Operating System	Operating System	3	5	-
pid0303mw_v0.0.6.021912.exe	0.0.6.21912	Razer PID0303 Middleware	-	1	2	-
ie4uinit.exe	11.0.16299.492	Internet Explorer	-	1	2	-
webexapplauncher.exe	3910.0.1910.3000	WebEx ptLauncher	Instant messaging & Video-conferencing	2	3	-
inno_updater.exe	0.0.0.0	unknown	-	19	19	-
update.exe	1.4.2.0	Update	Network application	1	1	-
zcechelper.exe	4.5.1033.906	Zoom Rooms	-	1	3	-
node.exe	10.2.1.0	Node.js	-	2	7	-
wsqmcons.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	26	421	-
rm.exe	0.0.0.0	unknown	Utility & Device driver	5	19	-
cat.exe	0.0.0.0	mintty	Utility & Device driver	3	18	-
java.exe	11.0.2.0	OpenJDK Platform 11	-	2	31	-
fwchksd.exe	1.0.0.2	Storage Device Firmware Update Check Utility	-	18	38	-
srtasks.exe	10.0.14393.3503	Microsoft Windows Operating System	Operating System	3	5	-
postman.exe	7.21.2.0	Postman	-	6	7	-
uname.exe	0.0.0.0	mintty	Network application	5	36	-
tpmprovisioningservice.exe	1.50.369.0	Intel TPM Provisioning Service	Utility & Device driver	5	8	-
appverif.exe	10.0.18362.1	Microsoft Windows Operating System	Operating System	1	4	-
e_32ts01ga.exe	1.3.0.0	E_DTSKSD.EXE	-	2	136	-
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	1	-
removeinf.exe	1.0.0.27	Razer Remove Driver Manager	-	2	4	-
spotify_installer-1.1.28.721.g5b5ee660-44.exe	1.1.28.721	Spotify	-	2	2	-
msoia.exe	16.0.9126.2295	Microsoft Office 2016	Office	3	58	-
bbconfig.exe	1.7.4.0	Bloomberg L.P. bbconfig	-	6	6	-
xlslauncher.exe	3.1.9.0	unknown	Unknown	1	4	-
setup.exe	10.0.40219.325	Microsoft .NET Framework	Utility & Device driver	1	1	-
pid0306drv_v0.0.3.0.exe	0.0.3.0	Razer PID0306 Driver	-	1	2	-
apphostregistrationverifier.exe	10.0.17134.81	Microsoft Windows Operating System	Operating System	3	14	-
java.exe	8.0.2410.7	Java Platform SE 8	-	5	478	-
wldcgt03_check_update.tmp	51.1052.0.0	unknown	-	5	12	-
trolleyexpress.exe	14.9.8000.28	Citrix Receiver	Operating System	3	11	-
java.exe	8.0.1810.13	Java Platform SE 8	-	1	97	-
webex.exe	10040.11.2019.1201	Cisco Webex Meeting	Instant messaging & Video-conferencing	1	1	-
igfxtray.exe	0.0.0.0	unknown	Utility & Device driver	1	5	-
protocolhandler.exe	16.0.11929.20648	Microsoft Office	Office	1	1	-
webexapplauncher.exe	3904.0.1905.1500	WebEx ptLauncher	Instant messaging & Video-conferencing	4	17	-
wsqmcons.exe	10.0.17134.1067	Microsoft Windows Operating System	Operating System	1	24	-
msoia.exe	16.0.12703.20008	Microsoft Office	Office	1	22	-
cmd.exe	10.0.17134.1	Microsoft Windows Operating System	Operating System	3	1186	-
pid0302mw_v0.0.8.021912.exe	0.0.8.21912	Razer PID0302 Middleware	-	3	9	-
mavinject32.exe	5.0.10348.0	Microsoft Application Virtualization (App-V)	-	363	6402	-
flashutil32_32_0_0_293_plugin.exe	32.0.0.293	Adobe Flash Player Installer/Uninstaller	-	2	46	-
testmace.exe	0.0.1.0	TestMace	-	1	7	-
getprocaddr32.exe	0.0.0.0	unknown	-	1	2	-
locale.exe	0.0.0.0	unknown	Unknown	8	32	-
scanver.exe	0.0.0.0	unknown	-	123	3680	-
configscheduledtask.exe	5.7.0.95	unknown	-	3	3	-
initdb.exe	9.6.15.19304	PostgreSQL	-	1	2	-
wsqmcons.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	92	1309	-
cricutsystemprinter.exe	4.4.4.0	Cricut	-	1	58	-
officec2rclient.exe	16.0.11929.20296	Microsoft Office	Office	2	79	-
kapturestate.exe	3.3.5.0	unknown	-	1	1	-
hyperd.exe	0.0.0.8703	Tableau Hyper Database Engine	-	1	6	-
googlecrashhandler64.exe	1.3.34.7	Google Update	Other	66	193	-
googlecrashhandler.exe	1.3.34.7	Google Update	Other	66	193	-
ssh-add.exe	0.0.0.0	mintty	Unknown	1	1	-
msbuild.exe	4.6.1590.0	Microsoft .NET Framework	-	9	869	-
ot64rst.exe	2.2.0.0	Bloomberg Finance L.P. Upd	-	1	2	-
wuapihost.exe	10.0.14393.0	Microsoft Windows Operating System	Operating System	2	15	-
webex.exe	10050.2.2020.228	Cisco Webex Meeting	-	1	2	-
nice.exe	0.0.0.0	mintty	Unknown	1	3	-
ciscowebexstart.exe	10040.8.2019.1019	Cisco Webex Meeting	-	1	1	-
rstrui.exe	10.0.17763.1039	Microsoft Windows Operating System	Operating System	16	73	-
liputil.exe	7.8.3.5	Windows Client Utility	-	1713	12720	-
dotnet-symbolic-execution.exe	0.0.0.0	unknown	-	1	3	-
mkdir.exe	0.0.0.0	mintty	-	9	20	-
softwarehouse.nextgen.autoupdate.winshell.exe	2.70.1004.3098	C·CURE 9000	-	1	2	-
query.exe	6.1.7601.17514	Microsoft Windows Operating System	Operating System	62	652	-
wininit.exe	10.0.14393.0	Microsoft Windows Operating System	Operating System	3	13	-
msohtmed.exe	15.0.4420.1017	Microsoft Office 2013	Office	7	7	-
otp_win64_22.1.exe	0.0.0.0	unknown	-	1	1	-
py.exe	3.8.150.1013	Python	-	2	48	-
installagentuserbroker.exe	10.0.14393.2969	Microsoft Windows Operating System	Operating System	6	6	-
musnotification.exe	10.0.19041.84	Microsoft Windows Operating System	Operating System	1	6	-
deviceenroller.exe	10.0.19041.1	Microsoft Windows Operating System	Operating System	1	53	-
rstrui.exe	10.0.16299.1685	Microsoft Windows Operating System	Operating System	1	1	-
n2hku62w_x64.exe	1.67.17.51	Lenovo Power Management Driver	-	1	1	-
winmerge-2.16.6-setup.exe	2.16.6.0	WinMerge	-	1	3	-
am_delta_patch_1.313.1192.0.exe	1.313.1221.0	Microsoft Malware Protection	-	1	1	-
plugininstallerutility.exe	8.10.84.0	Logitech Options	Utility & Device driver	1	5	-
updater.exe	7.0.34463.0	Logitech Options Updater	Utility & Device driver	3	63	-
devenv.exe	15.9.28307.423	Microsoft Visual Studio	Development tool & Programming	2	4	-
cp.exe	0.0.0.0	mintty	Unknown	1	1	-
gclm_deploy.exe	1.3.0.0	unknown	-	1	1	-
terraform.exe	0.8.1.0	ShimGen generated shim	-	1	36	-
csc.exe	4.7.2556.0	Microsoft .NET Framework	Operating System	4	241	-
webex.exe	10039.5.2019.618	Cisco Webex Meeting	Instant messaging & Video-conferencing	1	2	-
subject_srv.exe	8.0.1.21	unknown	Unknown	2	5	-
agcinvokerutility.exe	6.0.0.87	GC Invoker Utility	-	1	7	-
sogouexe.exe	9.5.0.3399	搜狗输入法	-	2	8	-
ldconfig.exe	5.94.3.0	Logitech SetPoint	Utility & Device driver	4	22	-
olicenseheartbeat.exe	15.0.4420.1017	Office Subscription Licensing Heartbeat	Other	46	210	-
magictrackpadutilities.exe	3.0.7.0	Magic Trackpad Utilities	-	1	94	-
brave.exe	80.1.7.92	Brave Browser	-	1	30	-
bladeconsole.exe	1.0.0.0	Blackstone.Analytics.Console	-	1	1	-
agent.exe	255.1.100.64950	Software Manager	Business specific	1	5	-
vssetuputility.exe	14.0.23107.0	Microsoft Visual Studio 2015	-	1	2	-
maintenanceservice.exe	66.0.5.7066	Firefox	Browser	1	4	-
dsregcmd.exe	10.0.17134.1	Microsoft Windows Operating System	Operating System	3	96	-
defrag.exe	10.0.17134.1	Windows Drive Optimizer	-	1	4	-
speechmodeldownload.exe	10.0.19041.1	Microsoft Windows Operating System	Operating System	1	7	-
nvshim.exe	36.0.0.0	SHIM Application	Utility & Device driver	1	11	-
svcutil.exe	4.7.3081.0	Microsoft .NET Framework	Operating System	1	1	-
manage-bde.exe	10.0.14393.206	Microsoft Windows Operating System	Operating System	8	616	-
devenv.exe	15.9.28307.518	Microsoft Visual Studio	-	1	2	-
try_march_3u1xened.exe	0.0.0.0	unknown	-	1	1	-
fsutil.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	19	137	-
iisexpressadmincmd.exe	7.1.1743.0	Microsoft Web Platform Extensions	-	4	4	-
w32tm.exe	10.0.14393.0	Microsoft Windows Operating System	Operating System	9	178	-
w32tm.exe	10.0.14393.0	Microsoft Windows Operating System	Operating System	9	178	-
vcredist_x64.exe	12.0.21005.1	Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.21005	-	5	10	-
firefox.exe	74.0.1.7398	Firefox	Browser	1	8	-
fs_devicecontrol.exe	3.917.0.0	ForeScout Device Control Application	-	245	1172	-
findstr.exe	10.0.14393.0	Microsoft Windows Operating System	Operating System	9	2838	-
ot64rst.exe	2.2.0.0	Bloomberg Finance L.P. Upd	-	1	1	-
wmic.exe	10.0.14393.0	Microsoft Windows Operating System	Operating System	9	1969	-
nslookup.exe	10.0.14393.0	Microsoft Windows Operating System	Operating System	9	177	-
cmd.exe	10.0.14393.0	Microsoft Windows Operating System	Operating System	9	5355	-
calc.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	68	237	-
appvlp.exe	5.1.145.0	Microsoft Application Virtualization (App-V)	-	1	2	-
endtask.exe	15.129.28306.1	Microsoft Visual Studio Team Server	-	3	39	-
iochelperservice.exe	1.2.32.0	Intel Online Connect	Utility & Device driver	11	12	-
schtasks.exe	10.0.14393.0	Microsoft Windows Operating System	Operating System	1	1	-
spotify.exe	1.1.14.475	Spotify	-	1	20	-
hyperd.exe	2019.4.2.8511	Tableau Hyper Database Engine	-	1	5	-
pcdrsysinfosmbios2.p5x	6.0.7106.1402	PC-Doctor for Windows	-	17	59	-
agcinvokerutility.exe	5.0.0.950	GC Invoker Utility	-	7	38	-
python.exe	3.8.1150.1013	Python	-	2	155	-
webexapplauncher.exe	3906.0.1906.1300	WebEx ptLauncher	Instant messaging & Video-conferencing	3	13	-
musnotifyicon.exe	10.0.18362.418	Microsoft Windows Operating System	Operating System	4	138	-
wslconfig.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	4	38	-
try_march_h6lh0s00.exe	0.0.0.0	unknown	-	1	1	-
route.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	10	14252	-
grammarlyforwindows.exe	2.0.18.0	Grammarly	-	1	2	-
tiworker.exe	10.0.16299.1381	Microsoft Windows Operating System	Operating System	1	163	-
igfxem.exe	6.15.100.6577	Intel Common User Interface	Utility & Device driver	1	6	-
atcliun.exe	2800.3908.1908.1201	Cisco Webex Meetings	Instant messaging & Video-conferencing	2	8	-
runnerw64.exe	1.0.0.1	IntelliJ Platform	-	1	302	-
atbroker.exe	6.1.7600.16385	Microsoft Windows Operating System	Operating System	95	478	-
wsqmcons.exe	10.0.14393.3503	Microsoft Windows Operating System	Operating System	4	61	-
svlaunch.exe	0.0.0.0	unknown	-	2	5	-
msia4df.tmp	0.0.0.0	unknown	Unknown	11	17	-
nvxdsync.exe	8.17.13.7674	NVIDIA User Experience Driver Component	Utility & Device driver	1	9	-
webex.exe	10050.2.2020.228	Cisco Webex Meeting	-	1	1	-
cacls.exe	6.1.7600.16385	Microsoft Windows Operating System	Operating System	58	228	-
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	2	-
bitlockerwizardelev.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	1	8	-
hh.exe	10.0.17763.1	HTML Help	-	1	1	-
find.exe	0.0.0.0	mintty	Unknown	4	94	-
clear.exe	0.0.0.0	unknown	-	1	1	-
msoia.exe	16.0.11328.20438	Microsoft Office	Office	8	131	-
pingsender.exe	66.0.5.7066	Firefox	-	1	4	-
ldevicedetectionhelper.exe	1.0.23.0	Logitech SetPoint	Utility & Device driver	1	1	-
cvtres.exe	8.0.50727.9268	Microsoft Visual Studio 2005	Development tool & Programming	9	187	-
sogoucommgr.exe	9.6.0.3568	搜狗输入法	-	1	7	-
notification_helper.exe	80.0.3987.122	Google Chrome	-	2	3	-
intelcphdcpsvc.exe	25.20.100.6576	Intel HD Graphics Drivers for Windows	Utility & Device driver	1	11	-
searchindexer.exe	7.0.14393.0	Windows Search	Operating System	3	13	-
1583906228ghlpk5acrazersynapseconfigurationdatasetup_v3.5.0331.031111.exe	0.0.0.0	unknown	-	3	9	-
ssh.exe	0.0.0.0	unknown	-	1	4	-
schtasks.exe	6.1.7601.17514	Microsoft Windows Operating System	Operating System	157	1093	-
ddconfigca.exe	14.0.23107.0	Microsoft Visual Studio 2015	-	2	6	-
python.exe	3.7.1150.1013	Python	-	3	116	-
webexapplauncher.exe	3905.0.1905.2200	WebEx ptLauncher	Instant messaging & Video-conferencing	1	5	-
tr.exe	0.0.0.0	mintty	Network application	19	137	-
webexapplauncher.exe	3909.0.1910.2200	WebEx ptLauncher	Instant messaging & Video-conferencing	1	2	-
igfxext.exe	6.15.10.4836	Intel Common User Interface	Utility & Device driver	1	25	-
efilinq.exe	1.4.2.0	Phone Home	-	1	3	-
csc.exe	4.7.3190.0	Microsoft .NET Framework	Operating System	55	1179	-
am_delta_patch_1.313.1255.0.exe	1.313.1335.0	Microsoft Malware Protection	-	2	2	-
cyupdate.exe	2.0.1540.8	CylancePROTECT	-	8	8	-
susetsched.exe	5.7.0.29	unknown	-	1	1	-
kusrinit.exe	9.0.181.0	KACE Agent	-	179	321	-
mup.exe	0.0.0.0	unknown	-	1	1	-
sfeagent.exe	7.5.100.355	SecureDoc	-	18	24	-
ptupdate.exe	3911.3.2001.2100	webex ptUpdate	Instant messaging & Video-conferencing	6	148	-
git.exe	2.14.3.2	Git	-	7	4895	-
imjppdmg.exe	10.1.7601.23656	Microsoft Windows Operating System	Operating System	1	1	-
testhost.x86.exe	15.0.0.0	unknown	Unknown	5	191	-
cygpath.exe	0.0.0.0	unknown	Unknown	10	41	-
fsc.exe	10.500.19.32101	fsc	-	1	2	-
rg.exe	0.0.0.0	unknown	-	5	310	-
ngentask.exe	4.8.4084.0	Microsoft .NET Framework	-	1	6	-
java.exe	8.0.1120.15	Java Platform SE 8	-	9	836	-
msic66e.tmp	4.7.11.0	KillSync	-	2	2	-
vsixconfigurationupdater.exe	2.2.3062.31357	Visual Studio	-	1	6	-
emloggedonuser.exe	10.3.361.1	Ivanti Environment Manager 2019.1 SP2 HF1	-	11	96	-
vbc.exe	1.3.6.61821	Microsoft Build Tools 2015	-	1	1	-
officebackgroundtaskhandler.exe	16.0.11929.20648	MSO	Office	15	246	-
bluejeans.exe	2.17.335.0	BlueJeans	-	1	1	-
w32tm.exe	10.0.17763.348	Microsoft Windows Operating System	Operating System	72	866	-
cvtres.exe	8.0.50727.5003	Microsoft Visual Studio 2005	Development tool & Programming	98	329	-
teams.exe	1.2.0.24753	Microsoft Teams	-	1	1	-
csc.exe	3.300.119.46211	csc	-	4	27	-
am_delta_patch_1.313.1411.0.exe	1.313.1478.0	Microsoft Malware Protection	-	5	5	-
elevator.exe	1.0.0.1	IntelliJ Platform	-	1	3	-
dellcommandupdate.exe	3.1.1.99	unknown	-	2	6	-
jp2launcher.exe	11.211.2.12	Java Platform SE 8 U211	-	1	4	-
sethc.exe	10.0.17134.1	Microsoft Windows Operating System	Operating System	1	1	-
getprocaddr64.exe	0.0.0.0	unknown	-	2	5	-
devicecensus.exe	10.0.18362.1013	Microsoft Windows Operating System	Operating System	10	79	-
hpgid28v4pe.exe	28.115.0.7305	PrinterExtensionDesktop	-	1	1	-
configurationwizard.exe	4.4.0.65534	Citrix Receiver	-	1	2	-
tpnumlk.exe	1.2.1.0	On Screen Display	-	3	15	-
regieplugin.exe	12.0.18.0	HttpWatch Basic	-	2	2	-
winsat.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	138	261	-
acrobat_sl.exe	9.5.5.316	Adobe Acrobat	Office	1	1	-
isbew64.exe	24.0.0.573	InstallShield	-	845	93103	-
usoclient.exe	10.0.17763.652	Microsoft Windows Operating System	Operating System	4	43	-
mscorsvw.exe	4.8.3752.0	Microsoft .NET Framework	Operating System	8	377	-
ssms-setup-enu.exe	15.0.18142.0	Microsoft SQL Server Management Studio - 18.2	-	1	2	-
olicenseheartbeat.exe	16.0.12703.20010	Office Subscription Licensing Heartbeat	-	1	5	-
git-lfs.exe	2.7.2.0	unknown	Unknown	4	17	-
terraform.exe	0.0.0.0	ShimGen generated shim	-	2	46	-
ssoncom.exe	14.12.0.18020	Citrix Receiver	-	1	2	-
helper.exe	1.0.0.0	Firefox	Browser	12	21	-
sogouexe.exe	9.6.0.3568	搜狗输入法	-	1	14	-
grammarlyforwindows.exe	2.0.18.0	Grammarly	-	1	2	-
getmac.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	1	1	-
wscript.exe	5.812.10240.16384	Microsoft  Windows Script Host	-	1	2	-
pcdrsysinfobluetooth.p5x	6.0.7106.1357	PC-Doctor for Windows	-	2	8	-
sc.exe	10.0.14393.0	Microsoft Windows Operating System	Operating System	9	537	-
browsercore.exe	10.0.18362.1	Microsoft Windows Operating System	Operating System	4	13	-
jq.exe	0.8.1.0	ShimGen generated shim	-	1	3	-
agent.exe	13.0.100.44014	Software Manager	Business specific	1	5	-
am_delta_patch_1.313.1528.0.exe	1.313.1607.0	Microsoft Malware Protection	-	5	5	-
msi7a75.tmp	8.0.4330.0	Add-in Express .NET	-	5	5	-
addinutil.exe	3.5.30729.9034	Microsoft .NET Framework	Operating System	84	398	-
